[2025-12-17 08:50:33] [INFO    ] discord.client: logging in using static token
[2025-12-17 08:50:50] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Current game state', 'description': 'Turn 1 \nPrevailing wind: 東 \nTiles: 103', 'color': 65280, 'fields': [{'name': '東 *d0jyaaan_smn* (*892*)', 'value': '> Hand: 發 3筒 5筒 6筒 7筒 9筒 1索 2索 3索 4索 5索 7索 3萬 6萬 \n> Melded: \n> Flowers:', 'inline': False}, {'name': '南 d0jyaaan_smn (*892*)', 'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers:', 'inline': False}, {'name': '西 d0jyaaan_smn (*892*)', 'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 蘭', 'inline': False}, {'name': '北 d0jyaaan_smn (*892*)', 'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 夏', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-12-17T00:50:50.219000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1450651419542814763', 'channel_id': '1440758890336620787', 'author': {'id': '1439608995815100529', 'username': 'Mahjong', 'avatar': 'c8ca0add444f297894011de505df9d63', 'discriminator': '3202', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '11981083523519075275'}
[2025-12-17 08:50:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:50.643000+00:00', 'pinned': False, 'nonce': '8472750532699215873', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651421321203792', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Discard Pile', 'id': '1450651421321203793', 'description': 'There are no discarded tiles', 'content_scan_version': 0, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:50] [DEBUG   ] discord.client: Dispatching event message
[2025-12-17 08:50:50] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages with {"embeds":[{"flags":0,"color":65280,"type":"rich","description":"There are no discarded tiles","title":"Discard Pile"}],"content":null,"components":[],"nonce":"8472750532699215873","enforce_nonce":true,"tts":false} has returned 200
[2025-12-17 08:50:50] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Discard Pile', 'description': 'There are no discarded tiles', 'color': 65280, 'content_scan_version': 0}], 'timestamp': '2025-12-17T00:50:50.643000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1450651421321203792', 'channel_id': '1440758890336620787', 'author': {'id': '1439608995815100529', 'username': 'Mahjong', 'avatar': 'c8ca0add444f297894011de505df9d63', 'discriminator': '3202', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8472750532699215873'}
[2025-12-17 08:50:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:51.080000+00:00', 'pinned': False, 'nonce': '17223962060746217280', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651423153852436', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Your Hand', 'id': '1450651423153852437', 'description': '發 3筒 5筒 6筒 7筒 9筒 1索 2索 3索 4索 5索 7索 3萬 6萬  \nMelded:  \nFlowers:', 'content_scan_version': 0, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:51] [DEBUG   ] discord.client: Dispatching event message
[2025-12-17 08:50:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages with {"embeds":[{"flags":0,"color":65280,"type":"rich","description":"\u767c 3\u7b52 5\u7b52 6\u7b52 7\u7b52 9\u7b52 1\u7d22 2\u7d22 3\u7d22 4\u7d22 5\u7d22 7\u7d22 3\u842c 6\u842c  \nMelded:  \nFlowers: ","title":"Your Hand"}],"content":null,"components":[],"nonce":"17223962060746217280","enforce_nonce":true,"tts":false} has returned 200
[2025-12-17 08:50:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Your Hand', 'description': '發 3筒 5筒 6筒 7筒 9筒 1索 2索 3索 4索 5索 7索 3萬 6萬  \nMelded:  \nFlowers:', 'color': 65280, 'content_scan_version': 0}], 'timestamp': '2025-12-17T00:50:51.080000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1450651423153852436', 'channel_id': '1440758890336620787', 'author': {'id': '1439608995815100529', 'username': 'Mahjong', 'avatar': 'c8ca0add444f297894011de505df9d63', 'discriminator': '3202', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17223962060746217280'}
[2025-12-17 08:50:51] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/512192531220398090 with None has returned 200
[2025-12-17 08:50:51] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/512192531220398090 has received {'id': '512192531220398090', 'username': 'd0jyaaan_smn', 'avatar': 'cd424bd2680fbc6cf4f63ed75936a610', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': 2697521, 'global_name': '</dojyaaan>', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#292931', 'clan': None, 'primary_guild': None}
[2025-12-17 08:50:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:51.640000+00:00', 'pinned': False, 'nonce': '6554097873189007571', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651425502662747', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Choose an action:', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:51] [DEBUG   ] discord.client: Dispatching event message
[2025-12-17 08:50:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages with {"content":"Choose an action:","components":[],"nonce":"6554097873189007571","enforce_nonce":true,"tts":false} has returned 200
[2025-12-17 08:50:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages has received {'type': 0, 'content': 'Choose an action:', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-17T00:50:51.640000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1450651425502662747', 'channel_id': '1440758890336620787', 'author': {'id': '1439608995815100529', 'username': 'Mahjong', 'avatar': 'c8ca0add444f297894011de505df9d63', 'discriminator': '3202', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6554097873189007571'}
[2025-12-17 08:50:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:51.901000+00:00', 'pinned': False, 'nonce': '1136488129090189480', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651426597638237', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Current game state', 'id': '1450651426597638238', 'fields': [{'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers:', 'name': '東 d0jyaaan_smn (*892*)', 'inline': False}, {'value': '> Hand: 1筒 1筒 1筒 2筒 2筒 2筒 3筒 3筒 3筒 6筒 6筒 9筒 9筒 \n> Melded: \n> Flowers:', 'name': '南 *d0jyaaan_smn* (*892*)', 'inline': False}, {'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 蘭', 'name': '西 d0jyaaan_smn (*892*)', 'inline': False}, {'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 夏', 'name': '北 d0jyaaan_smn (*892*)', 'inline': False}], 'description': 'Turn 1 \nPrevailing wind: 東 \nTiles: 103', 'content_scan_version': 0, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event message
[2025-12-17 08:50:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages with {"embeds":[{"fields":[{"inline":false,"name":"\u6771 d0jyaaan_smn (*892*)","value":"> Hand: \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \n> Melded: \n> Flowers: "},{"inline":false,"name":"\u5357 *d0jyaaan_smn* (*892*)","value":"> Hand: 1\u7b52 1\u7b52 1\u7b52 2\u7b52 2\u7b52 2\u7b52 3\u7b52 3\u7b52 3\u7b52 6\u7b52 6\u7b52 9\u7b52 9\u7b52 \n> Melded: \n> Flowers: "},{"inline":false,"name":"\u897f d0jyaaan_smn (*892*)","value":"> Hand: \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \n> Melded: \n> Flowers: \u862d "},{"inline":false,"name":"\u5317 d0jyaaan_smn (*892*)","value":"> Hand: \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \u2588 \n> Melded: \n> Flowers: \u590f "}],"flags":0,"color":65280,"type":"rich","description":"Turn 1 \nPrevailing wind: \u6771 \nTiles: 103","title":"Current game state"}],"content":null,"components":[],"nonce":"1136488129090189480","enforce_nonce":true,"tts":false} has returned 200
[2025-12-17 08:50:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Current game state', 'description': 'Turn 1 \nPrevailing wind: 東 \nTiles: 103', 'color': 65280, 'fields': [{'name': '東 d0jyaaan_smn (*892*)', 'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers:', 'inline': False}, {'name': '南 *d0jyaaan_smn* (*892*)', 'value': '> Hand: 1筒 1筒 1筒 2筒 2筒 2筒 3筒 3筒 3筒 6筒 6筒 9筒 9筒 \n> Melded: \n> Flowers:', 'inline': False}, {'name': '西 d0jyaaan_smn (*892*)', 'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 蘭', 'inline': False}, {'name': '北 d0jyaaan_smn (*892*)', 'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 夏', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-12-17T00:50:51.901000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1450651426597638237', 'channel_id': '1440758890336620787', 'author': {'id': '1439608995815100529', 'username': 'Mahjong', 'avatar': 'c8ca0add444f297894011de505df9d63', 'discriminator': '3202', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1136488129090189480'}
[2025-12-17 08:50:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:52.067000+00:00', 'pinned': False, 'nonce': '4860060642463353314', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651427293757553', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 2, 'label': '打牌 Throw tile', 'id': 2, 'custom_id': '1'}, {'type': 2, 'style': 2, 'label': '暗杠 Concealed Kong', 'id': 3, 'disabled': True, 'custom_id': '2'}, {'type': 2, 'style': 2, 'label': '胡 Hu', 'id': 4, 'disabled': True, 'custom_id': '3'}]}], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event message
[2025-12-17 08:50:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages with {"content":null,"components":[{"type":1,"components":[{"type":2,"style":2,"disabled":false,"label":"\u6253\u724c Throw tile","custom_id":"1"},{"type":2,"style":2,"disabled":true,"label":"\u6697\u6760 Concealed Kong","custom_id":"2"},{"type":2,"style":2,"disabled":true,"label":"\u80e1 Hu","custom_id":"3"}]}],"nonce":"4860060642463353314","enforce_nonce":true,"tts":false} has returned 200
[2025-12-17 08:50:52] [DEBUG   ] discord.http: A rate limit bucket (3df15bae86f6647dd4dfcbd5c6949480) has been exhausted. Pre-emptively rate limiting...
[2025-12-17 08:50:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-17T00:50:52.067000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'id': 2, 'custom_id': '1', 'style': 2, 'label': '打牌 Throw tile'}, {'type': 2, 'id': 3, 'custom_id': '2', 'style': 2, 'label': '暗杠 Concealed Kong', 'disabled': True}, {'type': 2, 'id': 4, 'custom_id': '3', 'style': 2, 'label': '胡 Hu', 'disabled': True}]}], 'id': '1450651427293757553', 'channel_id': '1440758890336620787', 'author': {'id': '1439608995815100529', 'username': 'Mahjong', 'avatar': 'c8ca0add444f297894011de505df9d63', 'discriminator': '3202', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4860060642463353314'}
[2025-12-17 08:50:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 26, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:50.219000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651419542814763', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Current game state', 'id': '1450651419542814764', 'fields': [{'value': '> Hand: 發 3筒 5筒 6筒 7筒 9筒 1索 2索 3索 4索 5索 7索 3萬 6萬 \n> Melded: \n> Flowers:', 'name': '東 *d0jyaaan_smn* (*892*)', 'inline': False}, {'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers:', 'name': '南 d0jyaaan_smn (*892*)', 'inline': False}, {'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 蘭', 'name': '西 d0jyaaan_smn (*892*)', 'inline': False}, {'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 夏', 'name': '北 d0jyaaan_smn (*892*)', 'inline': False}], 'description': 'Turn 1 \nPrevailing wind: 東 \nTiles: 103', 'content_scan_version': 3, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-12-17 08:50:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:50.643000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651421321203792', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Discard Pile', 'id': '1450651421321203793', 'description': 'There are no discarded tiles', 'content_scan_version': 3, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-12-17 08:50:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 28, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:51.080000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651423153852436', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Your Hand', 'id': '1450651423153852437', 'description': '發 3筒 5筒 6筒 7筒 9筒 1索 2索 3索 4索 5索 7索 3萬 6萬  \nMelded:  \nFlowers:', 'content_scan_version': 3, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-12-17 08:50:52] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-12-17 08:50:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 29, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:51.901000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651426597638237', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Current game state', 'id': '1450651426597638238', 'fields': [{'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers:', 'name': '東 d0jyaaan_smn (*892*)', 'inline': False}, {'value': '> Hand: 1筒 1筒 1筒 2筒 2筒 2筒 3筒 3筒 3筒 6筒 6筒 9筒 9筒 \n> Melded: \n> Flowers:', 'name': '南 *d0jyaaan_smn* (*892*)', 'inline': False}, {'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 蘭', 'name': '西 d0jyaaan_smn (*892*)', 'inline': False}, {'value': '> Hand: █ █ █ █ █ █ █ █ █ █ █ █ █ \n> Melded: \n> Flowers: 夏', 'name': '北 d0jyaaan_smn (*892*)', 'inline': False}], 'description': 'Turn 1 \nPrevailing wind: 東 \nTiles: 103', 'content_scan_version': 3, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:53] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-12-17 08:50:53] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-12-17 08:50:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 30, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:55.849000+00:00', 'pinned': False, 'nonce': '9387332797463191746', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651443156750366', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Discard Pile', 'id': '1450651443156750367', 'description': 'There are no discarded tiles', 'content_scan_version': 0, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:56] [DEBUG   ] discord.client: Dispatching event message
[2025-12-17 08:50:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages with {"embeds":[{"flags":0,"color":65280,"type":"rich","description":"There are no discarded tiles","title":"Discard Pile"}],"content":null,"components":[],"nonce":"9387332797463191746","enforce_nonce":true,"tts":false} has returned 200
[2025-12-17 08:50:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1440758890336620787/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Discard Pile', 'description': 'There are no discarded tiles', 'color': 65280, 'content_scan_version': 0}], 'timestamp': '2025-12-17T00:50:55.849000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1450651443156750366', 'channel_id': '1440758890336620787', 'author': {'id': '1439608995815100529', 'username': 'Mahjong', 'avatar': 'c8ca0add444f297894011de505df9d63', 'discriminator': '3202', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9387332797463191746'}
[2025-12-17 08:50:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 31, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-17T00:50:56.278000+00:00', 'pinned': False, 'nonce': '12820134297713930641', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1450651444956106843', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Your Hand', 'id': '1450651444956106844', 'description': '1筒 1筒 1筒 2筒 2筒 2筒 3筒 3筒 3筒 6筒 6筒 9筒 9筒  \nMelded:  \nFlowers:', 'content_scan_version': 0, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 1, 'channel_id': '1440758890336620787', 'author': {'username': 'Mahjong', 'public_flags': 0, 'primary_guild': None, 'id': '1439608995815100529', 'global_name': None, 'display_name_styles': None, 'discriminator': '3202', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c8ca0add444f297894011de505df9d63'}, 'attachments': []}}
[2025-12-17 08:50:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-17 08:50:56] [DEBUG   ] discord.client: Dispatching event message
